id,post_id,donor_id,donor_name,recipient_id,recipient_name,contribution,services_rendered,year,candidate_id,candidate_name
102198,157371,22281,"F.M. Kirby Foundation",22528,"Grace Episcopal Church (Madison NJ)",32500,,2005,,
102199,157372,22281,"F.M. Kirby Foundation",22103,"Great Swamp Watershed Association",12500,,2005,,
102200,157373,22281,"F.M. Kirby Foundation",22491,"Greater Newark Conservancy",30000,,2005,,
102201,157374,22281,"F.M. Kirby Foundation",22437,"Green Village Volunteer Fire Department",10000,,2005,,
102202,157375,22281,"F.M. Kirby Foundation",22329,"Greensboro Day School",20000,,2005,,
102203,157376,22281,"F.M. Kirby Foundation",22329,"Greensboro Day School",125000,,2005,,
102204,157377,22281,"F.M. Kirby Foundation",18792,GuideStar,7500,,2005,,
102205,157378,22281,"F.M. Kirby Foundation",22330,"Habitat for Humanity - Morris County",25000,,2005,,
102206,157379,22281,"F.M. Kirby Foundation",22331,"Habitat for Humanity (Orange County NC)",25000,,2005,,
102207,157380,22281,"F.M. Kirby Foundation",5475,"Hackley School",26000,,2005,,
102208,157381,22281,"F.M. Kirby Foundation",22334,"Healthy Eyes Alliance",10000,,2005,,
102209,157382,22281,"F.M. Kirby Foundation",7821,"Helen Keller International",27500,,2005,,
102210,157383,22281,"F.M. Kirby Foundation",22335,HelpHOPELive,9000,,2005,,
102211,157384,22281,"F.M. Kirby Foundation",22467,"Hiller Aviation Institute",10000,,2005,,
102212,157385,22281,"F.M. Kirby Foundation",808,"Hillsdale College",17500,,2005,,
102213,157386,22281,"F.M. Kirby Foundation",22468,"Historic Hillsborough Commission",12000,,2005,,
102214,157387,22281,"F.M. Kirby Foundation",22469,"Homeless Solutions Inc.",25000,,2005,,
102215,157388,22281,"F.M. Kirby Foundation",22338,"Hope House",22500,,2005,,
102216,157389,22281,"F.M. Kirby Foundation",6025,"Hospital for Special Surgery",500000,,2005,,
102217,157390,22281,"F.M. Kirby Foundation",1463,"Hudson Institute",20000,,2005,,
102218,157391,22281,"F.M. Kirby Foundation",22340,"Hugh Moore Historical Park and Museum",50000,,2005,,
102219,157392,22281,"F.M. Kirby Foundation",22341,"Independent College Fund of New Jersey",10000,,2005,,
102220,157393,22281,"F.M. Kirby Foundation",3942,"Institute for American Values",7500,,2005,,
102221,157394,22281,"F.M. Kirby Foundation",29159,"Institute for Humane Studies",17500,,2005,,
102222,157395,22281,"F.M. Kirby Foundation",856,"Institute for Justice",60000,,2005,,
102223,157396,22281,"F.M. Kirby Foundation",857,"Intercollegiate Studies Institute",160000,,2005,,
102224,157397,22281,"F.M. Kirby Foundation",9714,"International House",18000,,2005,,
102225,157398,22281,"F.M. Kirby Foundation",9458,"International Swimming Hall of Fame",30000,,2005,,
102226,157399,22281,"F.M. Kirby Foundation",15554,"Intrepid Museum Foundation",30000,,2005,,
102227,157400,22281,"F.M. Kirby Foundation",1534,"Jamestown Foundation",10000,,2005,,
102228,157401,22281,"F.M. Kirby Foundation",17947,"Jersey Battered Women's Service",75000,,2005,,
102229,157402,22281,"F.M. Kirby Foundation",22470,"Jersey Cares Inc.",10000,,2005,,
102230,157403,22281,"F.M. Kirby Foundation",22529,"Junior League of Durham and Orange Counties",7500,,2005,,
102231,157404,22281,"F.M. Kirby Foundation",9555,"Just One Break Inc.",12500,,2005,,
102232,157405,22281,"F.M. Kirby Foundation",22344,"Kennedy Drieger Institute",800000,,2005,,
102233,157406,22281,"F.M. Kirby Foundation",6553,"Lafayette College",2000,,2005,,
102234,157407,22281,"F.M. Kirby Foundation",6553,"Lafayette College",5000,,2005,,
102235,157408,22281,"F.M. Kirby Foundation",6553,"Lafayette College",6000,,2005,,
102236,157409,22281,"F.M. Kirby Foundation",6553,"Lafayette College",11000,,2005,,
102237,157410,22281,"F.M. Kirby Foundation",6553,"Lafayette College",17500,,2005,,
102238,157411,22281,"F.M. Kirby Foundation",6553,"Lafayette College",22000,,2005,,
102239,157412,22281,"F.M. Kirby Foundation",6553,"Lafayette College",25000,,2005,,
102240,157413,22281,"F.M. Kirby Foundation",6553,"Lafayette College",900000,,2005,,
102241,157414,22281,"F.M. Kirby Foundation",6553,"Lafayette College",1000000,,2005,,
102242,157415,22281,"F.M. Kirby Foundation",7,"Landmark Legal Foundation",45000,,2005,,
102243,157416,22281,"F.M. Kirby Foundation",939,"Leadership Institute",75000,,2005,,
102244,157417,22281,"F.M. Kirby Foundation",9216,"Learning Ally",25000,,2005,,
102245,157418,22281,"F.M. Kirby Foundation",22345,"Leukemia &amp; Lymphoma Society - Northern New Jersey Chapter",130000,,2005,,
102246,157419,22281,"F.M. Kirby Foundation",863,"Lexington Institute",30000,,2005,,
102247,157420,22281,"F.M. Kirby Foundation",22492,"Liberty Science Center",20000,,2005,,
102248,157421,22281,"F.M. Kirby Foundation",7395,"Lincoln Center for the Performing Arts",40000,,2005,,
102249,157422,22281,"F.M. Kirby Foundation",14677,"Lincoln Center Theater",40000,,2005,,
102250,157423,22281,"F.M. Kirby Foundation",22346,"Literacy Volunteers of America - New Jersey",5000,,2005,,
102251,157424,22281,"F.M. Kirby Foundation",22439,"Literacy Volunteers of Morris County",10000,,2005,,
102252,157425,22281,"F.M. Kirby Foundation",22347,"Little Falls Hospital",25000,,2005,,
102253,157426,22281,"F.M. Kirby Foundation",22349,"Macculloch Hall Historical Museum",20000,,2005,,
102254,157427,22281,"F.M. Kirby Foundation",22350,"Madison Area YMCA",70000,,2005,,
102255,157428,22281,"F.M. Kirby Foundation",867,"Manhattan Institute for Policy Research",37500,,2005,,
102256,157429,22281,"F.M. Kirby Foundation",22351,"Market Street Mission",45000,,2005,,
102257,157430,22281,"F.M. Kirby Foundation",17961,"Mayo Performing Arts Center",85000,,2005,,
102258,157431,22281,"F.M. Kirby Foundation",17961,"Mayo Performing Arts Center",150000,,2005,,
102259,157432,22281,"F.M. Kirby Foundation",869,"Media Research Center",35000,,2005,,
102260,157433,22281,"F.M. Kirby Foundation",4948,"Memorial Sloan-Kettering Cancer Center",333000,,2005,,
102261,157434,22281,"F.M. Kirby Foundation",22353,"Mental Health Association in New Jersey",15000,,2005,,
102262,157435,22281,"F.M. Kirby Foundation",22354,"Mental Health Association of Morris County",12500,,2005,,
102263,157436,22281,"F.M. Kirby Foundation",18584,"Morris Center YMCA",25000,,2005,,
102264,157437,22281,"F.M. Kirby Foundation",22358,"Morris County Heritage Commission",1000,,2005,,
102265,157438,22281,"F.M. Kirby Foundation",22441,"Morris County Historical Society",7500,,2005,,
102266,157439,22281,"F.M. Kirby Foundation",19064,"Morris Museum",120000,,2005,,
102267,157440,22281,"F.M. Kirby Foundation",22509,"Morris Tomorrow",2500,,2005,,
102268,157441,22281,"F.M. Kirby Foundation",22500,"Morristown &amp; Morris Township Library Foundation",85000,,2005,,
102269,157442,22281,"F.M. Kirby Foundation",22471,"Morristown Area American Little League",1250,,2005,,
102270,157443,22281,"F.M. Kirby Foundation",9404,"Morristown Memorial Health Foundation",500000,,2005,,
102271,157444,22281,"F.M. Kirby Foundation",22127,"Morristown Neighborhood House Association",45000,,2005,,
102272,157445,22281,"F.M. Kirby Foundation",1331,"Mount Vernon Ladies' Association",100000,,2005,,
102273,157446,22281,"F.M. Kirby Foundation",22530,"Mountain Top Youth Soccer Association",25000,,2005,,
102274,157447,22281,"F.M. Kirby Foundation",22360,"Mountaintop Hose Company No. 1",6000,,2005,,
102275,157448,22281,"F.M. Kirby Foundation",22521,"Museum of Arts and Design",10000,,2005,,
102276,157449,22281,"F.M. Kirby Foundation",22362,"Museum of Early Trades and Crafts",25000,,2005,,
102277,157450,22281,"F.M. Kirby Foundation",22493,"Museum of Life and Science",18000,,2005,,
102278,157451,22281,"F.M. Kirby Foundation",7134,"Museum of Modern Art",15000,,2005,,
102279,157452,22281,"F.M. Kirby Foundation",1344,"National Association of Scholars",35000,,2005,,
102280,157453,22281,"F.M. Kirby Foundation",4154,"National Constitution Center",40000,,2005,,
102281,157454,22281,"F.M. Kirby Foundation",9240,"National Council for Adoption",32500,,2005,,
102282,157455,22281,"F.M. Kirby Foundation",18324,"National Council on Economic Education",10000,,2005,,
102283,157456,22281,"F.M. Kirby Foundation",4203,"National Fatherhood Initiative",50000,,2005,,
102284,157457,22281,"F.M. Kirby Foundation",22364,"National Football Foundation and College Hall of Fame",90000,,2005,,
102285,157458,22281,"F.M. Kirby Foundation",876,"National Legal and Policy Center",7500,,2005,,
102286,157459,22281,"F.M. Kirby Foundation",1399,"National Legal Center for the Public Interest",20000,,2005,,
102287,157460,22281,"F.M. Kirby Foundation",29136,"National Right to Work Legal Defense Foundation",85000,,2005,,
102288,157461,22281,"F.M. Kirby Foundation",7865,"National Shingles Foundation",85000,,2005,,
102289,157462,22281,"F.M. Kirby Foundation",22475,"NC Zoo Society",47500,,2005,,
102290,157463,22281,"F.M. Kirby Foundation",1467,"Negative Population Growth",60000,,2005,,
102291,157464,22281,"F.M. Kirby Foundation",1398,"Network For Teaching Entrepreneurship",80000,,2005,,
102292,157465,22281,"F.M. Kirby Foundation",22501,"New Eyes for the Needy",10000,,2005,,
102293,157466,22281,"F.M. Kirby Foundation",22442,"New Jersey Audubon Society",30000,,2005,,
102294,157467,22281,"F.M. Kirby Foundation",22531,"New Jersey Ballet Company",7500,,2005,,
102295,157468,22281,"F.M. Kirby Foundation",22367,"New Jersey Coalition for Battered Women",20000,,2005,,
102296,157469,22281,"F.M. Kirby Foundation",22368,"New Jersey Conservation Foundation",80000,,2005,,
102297,157470,22281,"F.M. Kirby Foundation",22476,"New Jersey Family Policy Council",15000,,2005,,
102298,157471,22281,"F.M. Kirby Foundation",22369,"New Jersey GASP",55000,,2005,,
102299,157472,22281,"F.M. Kirby Foundation",22370,"New Jersey Health Foundation",100000,,2005,,
102300,157473,22281,"F.M. Kirby Foundation",17978,"New Jersey Performing Arts Center",17500,,2005,,
102301,157474,22281,"F.M. Kirby Foundation",19068,"New Jersey SEEDS",22500,,2005,,
102302,157475,22281,"F.M. Kirby Foundation",22477,"New Jersey Theatre Alliance",12500,,2005,,
102303,157476,22281,"F.M. Kirby Foundation",22372,"New York Blood Center",60000,,2005,,
102304,157477,22281,"F.M. Kirby Foundation",7133,"New York Botanical Garden",37500,,2005,,
102305,157478,22281,"F.M. Kirby Foundation",5974,"New York City Ballet",20000,,2005,,
102306,157479,22281,"F.M. Kirby Foundation",5974,"New York City Ballet",22500,,2005,,
102307,157480,22281,"F.M. Kirby Foundation",6037,"New York Public Library",7500,,2005,,
102308,157481,22281,"F.M. Kirby Foundation",12586,"New York University School of Medicine",100000,,2005,,
102309,157482,22281,"F.M. Kirby Foundation",16975,"Newark Academy (Livingston NJ)",25000,,2005,,
102310,157483,22281,"F.M. Kirby Foundation",22373,"Newark Boys Chorus School",20000,,2005,,
102311,157484,22281,"F.M. Kirby Foundation",7300,"Nightingale-Bamford School",10000,,2005,,
102312,157485,22281,"F.M. Kirby Foundation",12107,"North Carolina Outward Bound School",15000,,2005,,
102313,157486,22281,"F.M. Kirby Foundation",22532,"North Carolinians Against Gun Violence Education Fund",10000,,2005,,
102314,157487,22281,"F.M. Kirby Foundation",22375,"Oldfields School (Glencoe MD)",8000,,2005,,
102315,157488,22281,"F.M. Kirby Foundation",22375,"Oldfields School (Glencoe MD)",25000,,2005,,
102316,157489,22281,"F.M. Kirby Foundation",22376,"Orange Congregations in Mission",17500,,2005,,
102317,157490,22281,"F.M. Kirby Foundation",7902,"Outward Bound USA",15000,,2005,,
102318,157491,22281,"F.M. Kirby Foundation",13157,"Overlook Hospital Foundation",45000,,2005,,
102319,157492,22281,"F.M. Kirby Foundation",22522,"P.G. Chambers School (Cedar Knolls NJ)",55000,,2005,,
102320,157493,22281,"F.M. Kirby Foundation",881,"Pacific Legal Foundation",20000,,2005,,
102321,157494,22281,"F.M. Kirby Foundation",22377,"Paper Mill Playhouse (Millburn NJ)",55000,,2005,,
102322,157495,22281,"F.M. Kirby Foundation",18592,"Partnership in Philanthropy",15000,,2005,,
102323,157496,22281,"F.M. Kirby Foundation",1058,"Philanthropy Roundtable",17500,,2005,,
102324,157497,22281,"F.M. Kirby Foundation",22379,"Pinelands Preservation Alliance",35000,,2005,,
102325,157498,22281,"F.M. Kirby Foundation",18595,"Plaid House",17500,,2005,,
102326,157499,22281,"F.M. Kirby Foundation",4124,"Planned Parenthood Federation of America",165000,,2005,,
102327,157500,22281,"F.M. Kirby Foundation",22380,"Planned Parenthood of Central and Greater Northern New Jersey",75000,,2005,,
102328,157501,22281,"F.M. Kirby Foundation",22381,"Planned Parenthood of Central North Carolina",20000,,2005,,
102329,157502,22281,"F.M. Kirby Foundation",22382,"Planned Parenthood of Northeast - Mid-Penn &amp; Bucks County",18000,,2005,,
102330,157503,22281,"F.M. Kirby Foundation",22383,"Playwrights Theatre of New Jersey",20000,,2005,,
102331,157504,22281,"F.M. Kirby Foundation",12932,"Population Action International",65000,,2005,,
102332,157505,22281,"F.M. Kirby Foundation",16917,"Population Council",50000,,2005,,
102333,157506,22281,"F.M. Kirby Foundation",3890,"Population Resource Center",17500,,2005,,
102334,157507,22281,"F.M. Kirby Foundation",22219,"Population-Environment Balance",50000,,2005,,
102335,157508,22281,"F.M. Kirby Foundation",21358,"Prevent Child Abuse America",20000,,2005,,
102336,157509,22281,"F.M. Kirby Foundation",22384,"Prevent Child Abuse North Carolina",22500,,2005,,
102337,157510,22281,"F.M. Kirby Foundation",22494,"Prevention is Key (Rockaway NJ)",10000,,2005,,
102338,157511,22281,"F.M. Kirby Foundation",3744,ProEnglish,20000,,2005,,
102339,157512,22281,"F.M. Kirby Foundation",22444,"Protect the Adirondacks!",17500,,2005,,
102340,157513,22281,"F.M. Kirby Foundation",4028,"Radio America",17500,,2005,,
102341,157514,22281,"F.M. Kirby Foundation",22385,"Rails-to-Trails Conservancy",30000,,2005,,
102342,157515,22281,"F.M. Kirby Foundation",22478,"Re-Creation USA",12500,,2005,,
102343,157516,22281,"F.M. Kirby Foundation",22511,"Regional Plan Association",12500,,2005,,
102344,157517,22281,"F.M. Kirby Foundation",22387,"Roundabout Theatre Company",35000,,2005,,
102345,157518,22281,"F.M. Kirby Foundation",1306,"Rutgers University",17500,,2005,,
102346,157519,22281,"F.M. Kirby Foundation",22533,"Sage Eldercare",30000,,2005,,
102347,157520,22281,"F.M. Kirby Foundation",1035,"Saint Vincent College",20000,,2005,,
102348,157521,22281,"F.M. Kirby Foundation",22523,"Salisbury School (Salisbury CT)",5000,,2005,,
102349,157522,22281,"F.M. Kirby Foundation",22523,"Salisbury School (Salisbury CT)",8000,,2005,,
102350,157523,22281,"F.M. Kirby Foundation",4470,"Salk Institute for Biological Studies",110000,,2005,,
102351,157524,22281,"F.M. Kirby Foundation",22446,"Sarah P. Duke Gardens",10000,,2005,,
102352,157525,22281,"F.M. Kirby Foundation",22390,"Scheie Eye Institute",1200000,,2005,,
102353,157526,22281,"F.M. Kirby Foundation",22391,"School of American Ballet",5000,,2005,,
102354,157527,22281,"F.M. Kirby Foundation",22229,"Sexuality Information and Education Council of the United States",30000,,2005,,
102355,157528,22281,"F.M. Kirby Foundation",18015,"Shakespeare Theatre of New Jersey",115000,,2005,,
102356,157529,22281,"F.M. Kirby Foundation",22393,"Skin Cancer Foundation",30000,,2005,,
102357,157530,22281,"F.M. Kirby Foundation",22448,"South Eastern Efforts Developing Sustainable Spaces (SEEDS)",10000,,2005,,
102358,157531,22281,"F.M. Kirby Foundation",22524,"St. George's School (Newport RI)",5000,,2005,,
102359,157532,22281,"F.M. Kirby Foundation",20390,"St. Hubert's Animal Welfare Center",10000,,2005,,
102360,157533,22281,"F.M. Kirby Foundation",22396,"St. Paul's Episcopal Church (Brownville NY)",3500,,2005,,
102361,157534,22281,"F.M. Kirby Foundation",20729,"St. Philip's Academy (Newark NJ)",45000,,2005,,
102362,157535,22281,"F.M. Kirby Foundation",20729,"St. Philip's Academy (Newark NJ)",100000,,2005,,
102363,157536,22281,"F.M. Kirby Foundation",22398,"Stamford Hospital Health Foundation",30000,,2005,,
102364,157537,22281,"F.M. Kirby Foundation",22399,"State Theatre Center for the Arts",115000,,2005,,
102365,157538,22281,"F.M. Kirby Foundation",22400,"Stratford Volunteer Fire Company (Stratford NY)",3200,,2005,,
102366,157539,22281,"F.M. Kirby Foundation",1441,"Student Conservation Association",6000,,2005,,
102367,157540,22281,"F.M. Kirby Foundation",22449,"Submarine Memorial Association",7500,,2005,,
102368,157541,22281,"F.M. Kirby Foundation",22159,"Summit Speech School (New Providence NJ)",20000,,2005,,
102369,157542,22281,"F.M. Kirby Foundation",22159,"Summit Speech School (New Providence NJ)",60000,,2005,,
102370,157543,22281,"F.M. Kirby Foundation",4680,"Teach for America",20000,,2005,,
102371,157544,22281,"F.M. Kirby Foundation",17012,"TeenPride Inc.",12500,,2005,,
102372,157545,22281,"F.M. Kirby Foundation",28237,"Adirondack Council",40000,,2005,,
102373,157546,22281,"F.M. Kirby Foundation",22504,"The Animal Medical Center",10000,,2005,,
102374,157547,22281,"F.M. Kirby Foundation",22402,"The Arc (Morris Plains NJ)",27500,,2005,,
102375,157548,22281,"F.M. Kirby Foundation",22403,"The Browning School (New York NY)",15000,,2005,,
102376,157549,22281,"F.M. Kirby Foundation",22534,"The Emily K Center",15000,,2005,,
102377,157550,22281,"F.M. Kirby Foundation",22404,"The Eye-Bank for Sight Restoration",30000,,2005,,
102378,157551,22281,"F.M. Kirby Foundation",22405,"The Foundation for AIDS Research",110000,,2005,,
102379,157552,22281,"F.M. Kirby Foundation",3169,"The Franklin Institute",27500,,2005,,
102380,157553,22281,"F.M. Kirby Foundation",3190,"The Freedom Foundation",25000,,2005,,
102381,157554,22281,"F.M. Kirby Foundation",7447,"The Fresh Air Fund",35000,,2005,,
102382,157555,22281,"F.M. Kirby Foundation",7317,"The Frick Collection",12500,,2005,,
102383,157556,22281,"F.M. Kirby Foundation",4261,"The Fuqua School of Business",30000,,2005,,
102384,157557,22281,"F.M. Kirby Foundation",4261,"The Fuqua School of Business",500000,,2005,,
102385,157558,22281,"F.M. Kirby Foundation",22406,"The Gateway School of New York",15000,,2005,,
102386,157559,22281,"F.M. Kirby Foundation",29126,"The Heritage Foundation",110000,,2005,,
102387,157560,22281,"F.M. Kirby Foundation",22513,"The Hill Center",25000,,2005,,
102388,157561,22281,"F.M. Kirby Foundation",22506,"The Land Conservancy of New Jersey",20000,,2005,,
102389,157562,22281,"F.M. Kirby Foundation",22506,"The Land Conservancy of New Jersey",40000,,2005,,
102390,157563,22281,"F.M. Kirby Foundation",14692,"The Lawrenceville School",15000,,2005,,
102391,157564,22281,"F.M. Kirby Foundation",14692,"The Lawrenceville School",1000000,,2005,,
102392,157565,22281,"F.M. Kirby Foundation",22495,"The Long Island Museum",7500,,2005,,
102393,157566,22281,"F.M. Kirby Foundation",22408,"The Masterwork Chorus",8500,,2005,,
102394,157567,22281,"F.M. Kirby Foundation",1782,"The Metropolitan Museum of Art",15000,,2005,,
102395,157568,22281,"F.M. Kirby Foundation",22409,"The Nature Conservancy - New Jersey",120000,,2005,,
102396,157569,22281,"F.M. Kirby Foundation",22450,"The New Jersey Historical Society",25000,,2005,,
102397,157570,22281,"F.M. Kirby Foundation",17014,"The Newark Museum",37500,,2005,,
102398,157571,22281,"F.M. Kirby Foundation",3575,"The Partnership at Drugfree.org",25000,,2005,,
102399,157572,22281,"F.M. Kirby Foundation",18035,"The Peck School",20000,,2005,,
102400,157573,22281,"F.M. Kirby Foundation",18035,"The Peck School",110000,,2005,,
102401,157574,22281,"F.M. Kirby Foundation",3894,"The Population Institute",25000,,2005,,
102402,157575,22281,"F.M. Kirby Foundation",22525,"The Raptor Trust",3500,,2005,,
102403,157576,22281,"F.M. Kirby Foundation",4632,"The Rockefeller University",250000,,2005,,
102404,157577,22281,"F.M. Kirby Foundation",22410,"The Salvation Army - New Jersey Division",37500,,2005,,
102405,157578,22281,"F.M. Kirby Foundation",16985,"The Seeing Eye",60000,,2005,,
102406,157579,22281,"F.M. Kirby Foundation",7375,"The Trust For Public Land",65000,,2005,,
102407,157580,22281,"F.M. Kirby Foundation",11399,"Thomas Jefferson University",100000,,2005,,
102408,157581,22281,"F.M. Kirby Foundation",3944,"Trout Unlimited",30000,,2005,,
102409,157582,22281,"F.M. Kirby Foundation",22415,"Trudeau Institute",100000,,2005,,
102410,157583,22281,"F.M. Kirby Foundation",22535,"Trustees of the Morristown Green",25000,,2005,,
102411,157584,22281,"F.M. Kirby Foundation",1227,"U.S. English Foundation",30000,,2005,,
102412,157585,22281,"F.M. Kirby Foundation",12138,"Union College",5000,,2005,,
102413,157586,22281,"F.M. Kirby Foundation",12138,"Union College",8000,,2005,,
102414,157587,22281,"F.M. Kirby Foundation",6048,"United Cerebral Palsy Research &amp; Educational Foundation",67500,,2005,,
102415,157588,22281,"F.M. Kirby Foundation",3785,"United Negro College Fund",12500,,2005,,
102416,157589,22281,"F.M. Kirby Foundation",11849,"United Network for Organ Sharing",250000,,2005,,
102417,157590,22281,"F.M. Kirby Foundation",22164,"United Way of Northern New Jersey",360000,,2005,,
102418,157591,22281,"F.M. Kirby Foundation",22453,"United Way of the Greater Triangle",100000,,2005,,
102419,157592,22281,"F.M. Kirby Foundation",22417,"United Way of Wyoming Valley",75000,,2005,,
102420,157593,22281,"F.M. Kirby Foundation",3328,"University of North Carolina at Chapel Hill",7500,,2005,,
102421,157594,22281,"F.M. Kirby Foundation",22418,"University of North Carolina Center for Public Television",15000,,2005,,
102422,157595,22281,"F.M. Kirby Foundation",12930,"University of North Carolina School of the Arts",10000,,2005,,
102423,157596,22281,"F.M. Kirby Foundation",19991,"Visiting Nurse Association of Northern New Jersey",65000,,2005,,
102424,157597,22281,"F.M. Kirby Foundation",22455,"Volunteers for Morris County Inc.",20000,,2005,,
102425,157598,22281,"F.M. Kirby Foundation",7661,"Volunteers of America Inc. - Greater New York",10000,,2005,,
102426,157599,22281,"F.M. Kirby Foundation",3659,"Wake Forest University",25000,,2005,,
102427,157600,22281,"F.M. Kirby Foundation",3659,"Wake Forest University",150000,,2005,,
102428,157601,22281,"F.M. Kirby Foundation",29138,"Washington Legal Foundation",25000,,2005,,
102429,157602,22281,"F.M. Kirby Foundation",22421,"Weatherspoon Art Museum",10000,,2005,,
102430,157603,22281,"F.M. Kirby Foundation",7971,"Whitney Museum of American Art",5000,,2005,,
102431,157604,22281,"F.M. Kirby Foundation",9037,"Wildlife Conservation Society",25000,,2005,,
102432,157605,22281,"F.M. Kirby Foundation",22424,"Winterthur Museum Garden and Library",40000,,2005,,
102433,157606,22281,"F.M. Kirby Foundation",22426,"Wyoming Seminary",35000,,2005,,
102434,157607,22281,"F.M. Kirby Foundation",12152,"Yale School of Medicine",25000,,2005,,
102435,157608,22281,"F.M. Kirby Foundation",899,"Young America's Foundation",90000,,2005,,
102436,157609,22281,"F.M. Kirby Foundation",22427,"Zeta Psi Educational Foundation",20000,,2005,,
102437,157610,22281,"F.M. Kirby Foundation",22515,"ZPT Foundation",100000,,2005,,
101741,156914,22281,"F.M. Kirby Foundation",22516,"Academy of Fine Arts",1000000,,2004,,
101742,156915,22281,"F.M. Kirby Foundation",1092,"Accuracy in Media",12500,,2004,,
101743,156916,22281,"F.M. Kirby Foundation",22282,"Action on Smoking and Health",80000,,2004,,
101744,156917,22281,"F.M. Kirby Foundation",7717,"Adirondack Museum",20000,,2004,,
101745,156918,22281,"F.M. Kirby Foundation",22283,"Adirondack Nature Conservancy &amp; Land Trust",35000,,2004,,
101746,156919,22281,"F.M. Kirby Foundation",22284,"AIDS Resource Foundation for Children",30000,,2004,,
101747,156920,22281,"F.M. Kirby Foundation",7662,"Albert Einstein College of Medicine",600000,,2004,,
101748,156921,22281,"F.M. Kirby Foundation",16959,"ALFRE Inc.",17500,,2004,,
101749,156922,22281,"F.M. Kirby Foundation",22428,"Alliance for Historic Hillsborough",15000,,2004,,
101750,156923,22281,"F.M. Kirby Foundation",22517,"Alliance for Morris County Parks",7500,,2004,,
101751,156924,22281,"F.M. Kirby Foundation",22456,"Alzheimer's Association - Greater New Jersey Chapter",17500,,2004,,
101752,156925,22281,"F.M. Kirby Foundation",6041,"Alzheimer's Disease and Related Disorders Association",300000,,2004,,
101753,156926,22281,"F.M. Kirby Foundation",1453,"American Cancer Society",300000,,2004,,
101754,156927,22281,"F.M. Kirby Foundation",11152,"American Cancer Society Eastern Division",85000,,2004,,
101755,156928,22281,"F.M. Kirby Foundation",1333,"American Council on Science and Health",35000,,2004,,
101756,156929,22281,"F.M. Kirby Foundation",825,"American Enterprise Institute for Public Policy Research",18000,,2004,,
101757,156930,22281,"F.M. Kirby Foundation",22459,"American Federation for Aging Research",60000,,2004,,
101758,156931,22281,"F.M. Kirby Foundation",15458,"American Foundation for the Blind",20000,,2004,,
101759,156932,22281,"F.M. Kirby Foundation",22286,"American Friends Service Committee",40000,,2004,,
101760,156933,22281,"F.M. Kirby Foundation",22287,"American Heart Association - Heritage Affiliate",100000,,2004,,
101761,156934,22281,"F.M. Kirby Foundation",22429,"American Lyme Disease Foundation",10000,,2004,,
101762,156935,22281,"F.M. Kirby Foundation",5603,"American Museum of Natural History",27500,,2004,,
101763,156936,22281,"F.M. Kirby Foundation",22518,"American Parkinson Disease Association",10000,,2004,,
101764,156937,22281,"F.M. Kirby Foundation",947,"American Red Cross",425000,,2004,,
101765,156938,22281,"F.M. Kirby Foundation",22288,"American Red Cross - Southeast Morris Chapter",17500,,2004,,
101766,156939,22281,"F.M. Kirby Foundation",22519,"American Red Cross of Northern New Jersey &amp; Fairfield",80000,,2004,,
101767,156940,22281,"F.M. Kirby Foundation",1095,"America's Future Foundation",20000,,2004,,
101768,156941,22281,"F.M. Kirby Foundation",22289,"Appalachian Trail Conservancy",12500,,2004,,
101769,156942,22281,"F.M. Kirby Foundation",15165,"Arthritis Foundation",75000,,2004,,
101770,156943,22281,"F.M. Kirby Foundation",22290,"Arthritis Foundation - New Jersey Chapter",20000,,2004,,
101771,156944,22281,"F.M. Kirby Foundation",22291,"Arts Council of the Morris Area",30000,,2004,,
101772,156945,22281,"F.M. Kirby Foundation",3642,"Atlantic Legal Foundation",32500,,2004,,
101773,156946,22281,"F.M. Kirby Foundation",4866,"Ballet Theatre Foundation",25000,,2004,,
101774,156947,22281,"F.M. Kirby Foundation",22430,"Be The Match Foundation",90000,,2004,,
101775,156948,22281,"F.M. Kirby Foundation",7115,"Big Apple Circus",37500,,2004,,
101776,156949,22281,"F.M. Kirby Foundation",16962,"Big Brothers Big Sisters of Morris Bergen Passaic &amp; Sussex",12500,,2004,,
101777,156950,22281,"F.M. Kirby Foundation",829,"Bill of Rights Institute",20000,,2004,,
101778,156951,22281,"F.M. Kirby Foundation",21818,"Bonnie Brae",25000,,2004,,
101779,156952,22281,"F.M. Kirby Foundation",22294,"Boston Children's Hospital",1000000,,2004,,
101780,156953,22281,"F.M. Kirby Foundation",6073,"Boston University",15000,,2004,,
101781,156954,22281,"F.M. Kirby Foundation",19920,"Boy Scouts of America Patriots' Path Council",45000,,2004,,
101782,156955,22281,"F.M. Kirby Foundation",22295,"Boys &amp; Girls Club of Morris County",12500,,2004,,
101783,156956,22281,"F.M. Kirby Foundation",4180,"Boys &amp; Girls Clubs of America",35000,,2004,,
101784,156957,22281,"F.M. Kirby Foundation",7542,"Boys Club of New York",5000,,2004,,
101785,156958,22281,"F.M. Kirby Foundation",22296,"Brandvwine Conservancy",20000,,2004,,
101786,156959,22281,"F.M. Kirby Foundation",1336,"Brookings Institution",5000,,2004,,
101787,156960,22281,"F.M. Kirby Foundation",22431,"Bruce Museum of Arts and Science",15000,,2004,,
101788,156961,22281,"F.M. Kirby Foundation",22297,"Buffalo Fine Arts Academy",1000,,2004,,
