id,post_id,donor_id,donor_name,recipient_id,recipient_name,contribution,services_rendered,year,candidate_id,candidate_name
101789,156962,22281,"F.M. Kirby Foundation",22462,"Cancer Care of New Jersey",20000,,2004,,
101790,156963,22281,"F.M. Kirby Foundation",18544,"Cancer Hope Network",10000,,2004,,
101791,156964,22281,"F.M. Kirby Foundation",14520,"Cancer Institute of New Jersey Foundation",25000,,2004,,
101792,156965,22281,"F.M. Kirby Foundation",5924,"Cancer Research Institute",100000,,2004,,
101793,156966,22281,"F.M. Kirby Foundation",832,"Capital Research Center",10000,,2004,,
101794,156967,22281,"F.M. Kirby Foundation",22299,"Caring House Inc.",10000,,2004,,
101795,156968,22281,"F.M. Kirby Foundation",13880,"Carolina Ballet Theatre",15000,,2004,,
101796,156969,22281,"F.M. Kirby Foundation",22300,"Carolina Theatre of Durham",35000,,2004,,
101797,156970,22281,"F.M. Kirby Foundation",22301,"Carrying Capacity Network",45000,,2004,,
101798,156971,22281,"F.M. Kirby Foundation",887,"Cato Institute",22500,,2004,,
101799,156972,22281,"F.M. Kirby Foundation",22520,"CBR Institue for Biomedical Research",25000,,2004,,
101800,156973,22281,"F.M. Kirby Foundation",5611,"Center for American Unity",15000,,2004,,
101801,156974,22281,"F.M. Kirby Foundation",22433,"Center for Child and Family Health (Durham NC)",20000,,2004,,
101802,156975,22281,"F.M. Kirby Foundation",12066,"Center for Creative Leadership",10000,,2004,,
101803,156976,22281,"F.M. Kirby Foundation",22303,"Center for Individual Rights",120000,,2004,,
101804,156977,22281,"F.M. Kirby Foundation",6477,"Center for Media and Public Affairs",7500,,2004,,
101805,156978,22281,"F.M. Kirby Foundation",20436,"Center for Non-Profit Corporations Inc.",12500,,2004,,
101806,156979,22281,"F.M. Kirby Foundation",22304,"Center on National Labor Policy",7500,,2004,,
101807,156980,22281,"F.M. Kirby Foundation",6997,"Central Park Conservancy",17500,,2004,,
101808,156981,22281,"F.M. Kirby Foundation",22306,"Cheshire Home (Florham Park NJ)",22500,,2004,,
101809,156982,22281,"F.M. Kirby Foundation",22307,"Children?s Leukemia Research Association",7500,,2004,,
101810,156983,22281,"F.M. Kirby Foundation",22308,"Children's Aid and Family Services",20000,,2004,,
101811,156984,22281,"F.M. Kirby Foundation",22081,"Christmas On The Green Inc.",2500,,2004,,
101812,156985,22281,"F.M. Kirby Foundation",7271,"Christopher and Dana Reeve Foundation",175000,,2004,,
101813,156986,22281,"F.M. Kirby Foundation",22310,"Church of St. Joseph (Mendham NJ)",20000,,2004,,
101814,156987,22281,"F.M. Kirby Foundation",3644,"Clare Boothe Luce Policy Institute",15000,,2004,,
101815,156988,22281,"F.M. Kirby Foundation",837,"Collegiate Network",35000,,2004,,
101816,156989,22281,"F.M. Kirby Foundation",22434,"Communities In Schools New Jersey",27500,,2004,,
101817,156990,22281,"F.M. Kirby Foundation",4007,"Community Hope",15000,,2004,,
101818,156991,22281,"F.M. Kirby Foundation",8226,"Cooper-Hewitt National Design Museum",25000,,2004,,
101819,156992,22281,"F.M. Kirby Foundation",21320,"Council of New Jersey Grantmakers",8500,,2004,,
101820,156993,22281,"F.M. Kirby Foundation",17909,"Covenant House New Jersey",45000,,2004,,
101821,156994,22281,"F.M. Kirby Foundation",1389,"Criminal Justice Legal Foundation",27500,,2004,,
101822,156995,22281,"F.M. Kirby Foundation",5103,"Crohn's &amp; Colitis Foundation of America",60000,,2004,,
101823,156996,22281,"F.M. Kirby Foundation",17912,"Daytop Village of New Jersey",25000,,2004,,
101824,156997,22281,"F.M. Kirby Foundation",1461,"Defenders of Property Rights",17500,,2004,,
101825,156998,22281,"F.M. Kirby Foundation",22497,"Dolgeville Central School (Dolgeville NY)",1000,,2004,,
101826,156999,22281,"F.M. Kirby Foundation",22093,"Drew University",100000,,2004,,
101827,157000,22281,"F.M. Kirby Foundation",22311,"Durham Symphony",15000,,2004,,
101828,157001,22281,"F.M. Kirby Foundation",22313,"Education and Research Foundation of the Better Business Bureau of Metropolitan New York",7500,,2004,,
101829,157002,22281,"F.M. Kirby Foundation",21044,"Employment Horizons",32500,,2004,,
101830,157003,22281,"F.M. Kirby Foundation",16877,EngenderHealth,75000,,2004,,
101831,157004,22281,"F.M. Kirby Foundation",22315,"English-Speaking Union of the United States",7500,,2004,,
101832,157005,22281,"F.M. Kirby Foundation",7280,"Environmental Defense Fund",85000,,2004,,
101833,157006,22281,"F.M. Kirby Foundation",22317,"Episcopal Preaching Foundation",20000,,2004,,
101834,157007,22281,"F.M. Kirby Foundation",5532,"Excellent Education for Everyone",20000,,2004,,
101835,157008,22281,"F.M. Kirby Foundation",22318,"F.M. Kirby Center for the Performing Arts",215000,,2004,,
101836,157009,22281,"F.M. Kirby Foundation",7282,"Fairfield University",27500,,2004,,
101837,157010,22281,"F.M. Kirby Foundation",22098,"Family Service of Morris County",75000,,2004,,
101838,157011,22281,"F.M. Kirby Foundation",842,"Federalist Society for Law and Public Policy Studies",45000,,2004,,
101839,157012,22281,"F.M. Kirby Foundation",3436,"Federation for American Immigration Reform",70000,,2004,,
101840,157013,22281,"F.M. Kirby Foundation",22499,"First Call for Help",10000,,2004,,
101841,157014,22281,"F.M. Kirby Foundation",22321,"First Night Morris",10000,,2004,,
101842,157015,22281,"F.M. Kirby Foundation",22490,"Fisher Center For Alzheimer's Research Foundation",300000,,2004,,
101843,157016,22281,"F.M. Kirby Foundation",3992,"Foundation Center",12000,,2004,,
101844,157017,22281,"F.M. Kirby Foundation",4655,"Foundation Fighting Blindness",65000,,2004,,
101845,157018,22281,"F.M. Kirby Foundation",1549,"Foundation for Free Enterprise",15000,,2004,,
101846,157019,22281,"F.M. Kirby Foundation",1448,"Foundation for Individual Rights in Education",30000,,2004,,
101847,157020,22281,"F.M. Kirby Foundation",22466,"Foundation for New Jersey Public Broadcasting",20000,,2004,,
101848,157021,22281,"F.M. Kirby Foundation",844,"Free Congress Research and Education Foundation",20000,,2004,,
101849,157022,22281,"F.M. Kirby Foundation",845,"Freedom Alliance",15000,,2004,,
101850,157023,22281,"F.M. Kirby Foundation",8620,"Freedom House",20000,,2004,,
101851,157024,22281,"F.M. Kirby Foundation",848,"Fund for American Studies",25000,,2004,,
101852,157025,22281,"F.M. Kirby Foundation",22323,"Girl Scouts - Morris Area Council",25000,,2004,,
101853,157026,22281,"F.M. Kirby Foundation",22324,"Gladney Fund",40000,,2004,,
101854,157027,22281,"F.M. Kirby Foundation",22325,"Gladstone Equestrian Association",5000,,2004,,
101855,157028,22281,"F.M. Kirby Foundation",22326,"Grace Church (Madison NJ)",30000,,2004,,
101856,157029,22281,"F.M. Kirby Foundation",22327,"Grace Counseling Center",12500,,2004,,
101857,157030,22281,"F.M. Kirby Foundation",22103,"Great Swamp Watershed Association",10000,,2004,,
101858,157031,22281,"F.M. Kirby Foundation",22491,"Greater Newark Conservancy",30000,,2004,,
101859,157032,22281,"F.M. Kirby Foundation",22329,"Greensboro Day School",162500,,2004,,
101860,157033,22281,"F.M. Kirby Foundation",18792,GuideStar,5000,,2004,,
101861,157034,22281,"F.M. Kirby Foundation",22330,"Habitat for Humanity - Morris County",25000,,2004,,
101862,157035,22281,"F.M. Kirby Foundation",22331,"Habitat for Humanity (Orange County NC)",17500,,2004,,
101863,157036,22281,"F.M. Kirby Foundation",5475,"Hackley School",30000,,2004,,
101864,157037,22281,"F.M. Kirby Foundation",5810,"Harvard Business School",12500,,2004,,
101865,157038,22281,"F.M. Kirby Foundation",7821,"Helen Keller International",25000,,2004,,
101866,157039,22281,"F.M. Kirby Foundation",22335,HelpHOPELive,25000,,2004,,
101867,157040,22281,"F.M. Kirby Foundation",852,"High Frontier",25000,,2004,,
101868,157041,22281,"F.M. Kirby Foundation",22467,"Hiller Aviation Institute",15000,,2004,,
101869,157042,22281,"F.M. Kirby Foundation",808,"Hillsdale College",17500,,2004,,
101870,157043,22281,"F.M. Kirby Foundation",22468,"Historic Hillsborough Commission",12000,,2004,,
101871,157044,22281,"F.M. Kirby Foundation",22469,"Homeless Solutions Inc.",25000,,2004,,
101872,157045,22281,"F.M. Kirby Foundation",22338,"Hope House",20000,,2004,,
101873,157046,22281,"F.M. Kirby Foundation",6025,"Hospital for Special Surgery",175000,,2004,,
101874,157047,22281,"F.M. Kirby Foundation",1463,"Hudson Institute",17500,,2004,,
101875,157048,22281,"F.M. Kirby Foundation",22340,"Hugh Moore Historical Park and Museum",50000,,2004,,
101876,157049,22281,"F.M. Kirby Foundation",22341,"Independent College Fund of New Jersey",10000,,2004,,
101877,157050,22281,"F.M. Kirby Foundation",1321,"Institute for Humane Studies",15000,,2004,,
101878,157051,22281,"F.M. Kirby Foundation",856,"Institute for Justice",50000,,2004,,
101879,157052,22281,"F.M. Kirby Foundation",857,"Intercollegiate Studies Institute",160000,,2004,,
101880,157053,22281,"F.M. Kirby Foundation",9714,"International House",18000,,2004,,
101881,157054,22281,"F.M. Kirby Foundation",1534,"Jamestown Foundation",10000,,2004,,
101882,157055,22281,"F.M. Kirby Foundation",17947,"Jersey Battered Women's Service",75000,,2004,,
101883,157056,22281,"F.M. Kirby Foundation",9555,"Just One Break Inc.",12500,,2004,,
101884,157057,22281,"F.M. Kirby Foundation",22344,"Kennedy Drieger Institute",1200000,,2004,,
101885,157058,22281,"F.M. Kirby Foundation",6553,"Lafayette College",2000,,2004,,
101886,157059,22281,"F.M. Kirby Foundation",6553,"Lafayette College",5000,,2004,,
101887,157060,22281,"F.M. Kirby Foundation",6553,"Lafayette College",6000,,2004,,
101888,157061,22281,"F.M. Kirby Foundation",6553,"Lafayette College",11000,,2004,,
101889,157062,22281,"F.M. Kirby Foundation",6553,"Lafayette College",15000,,2004,,
101890,157063,22281,"F.M. Kirby Foundation",6553,"Lafayette College",22000,,2004,,
101891,157064,22281,"F.M. Kirby Foundation",6553,"Lafayette College",25000,,2004,,
101892,157065,22281,"F.M. Kirby Foundation",6553,"Lafayette College",670000,,2004,,
101893,157066,22281,"F.M. Kirby Foundation",6553,"Lafayette College",750000,,2004,,
101894,157067,22281,"F.M. Kirby Foundation",29123,"Landmark Legal Foundation",45000,,2004,,
101895,157068,22281,"F.M. Kirby Foundation",29140,"Leadership Institute",75000,,2004,,
101896,157069,22281,"F.M. Kirby Foundation",9216,"Learning Ally",25000,,2004,,
101897,157070,22281,"F.M. Kirby Foundation",22345,"Leukemia &amp; Lymphoma Society - Northern New Jersey Chapter",130000,,2004,,
101898,157071,22281,"F.M. Kirby Foundation",863,"Lexington Institute",30000,,2004,,
101899,157072,22281,"F.M. Kirby Foundation",7395,"Lincoln Center for the Performing Arts",40000,,2004,,
101900,157073,22281,"F.M. Kirby Foundation",14677,"Lincoln Center Theater",50000,,2004,,
101901,157074,22281,"F.M. Kirby Foundation",22346,"Literacy Volunteers of America - New Jersey",5000,,2004,,
101902,157075,22281,"F.M. Kirby Foundation",22439,"Literacy Volunteers of Morris County",7500,,2004,,
101903,157076,22281,"F.M. Kirby Foundation",22347,"Little Falls Hospital",22500,,2004,,
101904,157077,22281,"F.M. Kirby Foundation",22349,"Macculloch Hall Historical Museum",20000,,2004,,
101905,157078,22281,"F.M. Kirby Foundation",22350,"Madison Area YMCA",65000,,2004,,
101906,157079,22281,"F.M. Kirby Foundation",867,"Manhattan Institute for Policy Research",37500,,2004,,
101907,157080,22281,"F.M. Kirby Foundation",22351,"Market Street Mission",45000,,2004,,
101908,157081,22281,"F.M. Kirby Foundation",17961,"Mayo Performing Arts Center",85000,,2004,,
101909,157082,22281,"F.M. Kirby Foundation",29135,"Media Research Center",35000,,2004,,
101910,157083,22281,"F.M. Kirby Foundation",4948,"Memorial Sloan-Kettering Cancer Center",334000,,2004,,
101911,157084,22281,"F.M. Kirby Foundation",22353,"Mental Health Association in New Jersey",15000,,2004,,
101912,157085,22281,"F.M. Kirby Foundation",22354,"Mental Health Association of Morris County",17500,,2004,,
101913,157086,22281,"F.M. Kirby Foundation",18584,"Morris Center YMCA",25000,,2004,,
101914,157087,22281,"F.M. Kirby Foundation",22358,"Morris County Heritage Commission",2000,,2004,,
101915,157088,22281,"F.M. Kirby Foundation",22441,"Morris County Historical Society",7500,,2004,,
101916,157089,22281,"F.M. Kirby Foundation",19064,"Morris Museum",30000,,2004,,
101917,157090,22281,"F.M. Kirby Foundation",22509,"Morris Tomorrow",5000,,2004,,
101918,157091,22281,"F.M. Kirby Foundation",22500,"Morristown &amp; Morris Township Library Foundation",85000,,2004,,
101919,157092,22281,"F.M. Kirby Foundation",9404,"Morristown Memorial Health Foundation",500000,,2004,,
101920,157093,22281,"F.M. Kirby Foundation",22127,"Morristown Neighborhood House Association",45000,,2004,,
101921,157094,22281,"F.M. Kirby Foundation",1331,"Mount Vernon Ladies' Association",25000,,2004,,
101922,157095,22281,"F.M. Kirby Foundation",22360,"Mountaintop Hose Company No. 1",4000,,2004,,
101923,157096,22281,"F.M. Kirby Foundation",22521,"Museum of Arts and Design",10000,,2004,,
101924,157097,22281,"F.M. Kirby Foundation",22521,"Museum of Arts and Design",10000,,2004,,
101925,157098,22281,"F.M. Kirby Foundation",22362,"Museum of Early Trades and Crafts",22500,,2004,,
101926,157099,22281,"F.M. Kirby Foundation",22493,"Museum of Life and Science",18000,,2004,,
101927,157100,22281,"F.M. Kirby Foundation",7134,"Museum of Modern Art",12500,,2004,,
101928,157101,22281,"F.M. Kirby Foundation",1344,"National Association of Scholars",32500,,2004,,
101929,157102,22281,"F.M. Kirby Foundation",4154,"National Constitution Center",40000,,2004,,
101930,157103,22281,"F.M. Kirby Foundation",9240,"National Council for Adoption",30000,,2004,,
101931,157104,22281,"F.M. Kirby Foundation",18324,"National Council on Economic Education",10000,,2004,,
101932,157105,22281,"F.M. Kirby Foundation",4203,"National Fatherhood Initiative",50000,,2004,,
101933,157106,22281,"F.M. Kirby Foundation",22364,"National Football Foundation and College Hall of Fame",130000,,2004,,
101934,157107,22281,"F.M. Kirby Foundation",22365,"National Forest Foundation",10000,,2004,,
101935,157108,22281,"F.M. Kirby Foundation",876,"National Legal and Policy Center",7500,,2004,,
101936,157109,22281,"F.M. Kirby Foundation",1399,"National Legal Center for the Public Interest",20000,,2004,,
101937,157110,22281,"F.M. Kirby Foundation",877,"National Right to Work Legal Defense Foundation",85000,,2004,,
101938,157111,22281,"F.M. Kirby Foundation",7865,"National Shingles Foundation",85000,,2004,,
101939,157112,22281,"F.M. Kirby Foundation",7401,"National Trust for Historic Preservation",5000,,2004,,
101940,157113,22281,"F.M. Kirby Foundation",22475,"NC Zoo Society",7500,,2004,,
101941,157114,22281,"F.M. Kirby Foundation",1467,"Negative Population Growth",50000,,2004,,
101942,157115,22281,"F.M. Kirby Foundation",1398,"Network For Teaching Entrepreneurship",75000,,2004,,
101943,157116,22281,"F.M. Kirby Foundation",22501,"New Eyes for the Needy",10000,,2004,,
101944,157117,22281,"F.M. Kirby Foundation",22442,"New Jersey Audubon Society",30000,,2004,,
101945,157118,22281,"F.M. Kirby Foundation",22367,"New Jersey Coalition for Battered Women",20000,,2004,,
101946,157119,22281,"F.M. Kirby Foundation",22368,"New Jersey Conservation Foundation",80000,,2004,,
101947,157120,22281,"F.M. Kirby Foundation",22370,"New Jersey Health Foundation",100000,,2004,,
101948,157121,22281,"F.M. Kirby Foundation",17978,"New Jersey Performing Arts Center",15000,,2004,,
101949,157122,22281,"F.M. Kirby Foundation",19068,"New Jersey SEEDS",20000,,2004,,
101950,157123,22281,"F.M. Kirby Foundation",22477,"New Jersey Theatre Alliance",10000,,2004,,
101951,157124,22281,"F.M. Kirby Foundation",22372,"New York Blood Center",60000,,2004,,
101952,157125,22281,"F.M. Kirby Foundation",7133,"New York Botanical Garden",35000,,2004,,
101953,157126,22281,"F.M. Kirby Foundation",5974,"New York City Ballet",17500,,2004,,
101954,157127,22281,"F.M. Kirby Foundation",5974,"New York City Ballet",20000,,2004,,
101955,157128,22281,"F.M. Kirby Foundation",6037,"New York Public Library",7500,,2004,,
101956,157129,22281,"F.M. Kirby Foundation",12586,"New York University School of Medicine",100000,,2004,,
101957,157130,22281,"F.M. Kirby Foundation",16975,"Newark Academy (Livingston NJ)",25000,,2004,,
101958,157131,22281,"F.M. Kirby Foundation",22373,"Newark Boys Chorus School",17500,,2004,,
101959,157132,22281,"F.M. Kirby Foundation",7300,"Nightingale-Bamford School",8000,,2004,,
101960,157133,22281,"F.M. Kirby Foundation",7300,"Nightingale-Bamford School",10000,,2004,,
101961,157134,22281,"F.M. Kirby Foundation",12107,"North Carolina Outward Bound School",15000,,2004,,
101962,157135,22281,"F.M. Kirby Foundation",22502,"North Jersey Community Research Initiative",10000,,2004,,
101963,157136,22281,"F.M. Kirby Foundation",22375,"Oldfields School (Glencoe MD)",25000,,2004,,
101964,157137,22281,"F.M. Kirby Foundation",22376,"Orange Congregations in Mission",16000,,2004,,
101965,157138,22281,"F.M. Kirby Foundation",7902,"Outward Bound USA",12500,,2004,,
101966,157139,22281,"F.M. Kirby Foundation",13157,"Overlook Hospital Foundation",45000,,2004,,
101967,157140,22281,"F.M. Kirby Foundation",22522,"P.G. Chambers School (Cedar Knolls NJ)",50000,,2004,,
101968,157141,22281,"F.M. Kirby Foundation",881,"Pacific Legal Foundation",20000,,2004,,
101969,157142,22281,"F.M. Kirby Foundation",22503,"Paper Industry International Hall of Fame",25000,,2004,,
101970,157143,22281,"F.M. Kirby Foundation",22377,"Paper Mill Playhouse (Millburn NJ)",55000,,2004,,
101971,157144,22281,"F.M. Kirby Foundation",18592,"Partnership in Philanthropy",15000,,2004,,
101972,157145,22281,"F.M. Kirby Foundation",1058,"Philanthropy Roundtable",15000,,2004,,
101973,157146,22281,"F.M. Kirby Foundation",22379,"Pinelands Preservation Alliance",30000,,2004,,
